CollectionDate,data/0/beachId,data/0/beachName,data/0/eColi,data/0/advisory,data/0/statusFlag,data/1/beachId,data/1/beachName,data/1/eColi,data/1/advisory,data/1/statusFlag,data/2/beachId,data/2/beachName,data/2/eColi,data/2/advisory,data/2/statusFlag,data/3/beachId,data/3/beachName,data/3/eColi,data/3/advisory,data/3/statusFlag,data/4/beachId,data/4/beachName,data/4/eColi,data/4/advisory,data/4/statusFlag,data/5/beachId,data/5/beachName,data/5/eColi,data/5/advisory,data/5/statusFlag,data/6/beachId,data/6/beachName,data/6/eColi,data/6/advisory,data/6/statusFlag,data/7/beachId,data/7/beachName,data/7/eColi,data/7/advisory,data/7/statusFlag,data/8/beachId,data/8/beachName,data/8/eColi,data/8/advisory,data/8/statusFlag,data/9/beachId,data/9/beachName,data/9/eColi,data/9/advisory,data/9/statusFlag,data/0
2021-08-27,1,Marie Curtis Park East Beach,120,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,2,Sunnyside Beach,334,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,23,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,,There is no data available for this beach.,NO_DATA,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,153,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,9,Kew Balmy Beach,84,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,158,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,
2021-08-26,1,Marie Curtis Park East Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,386,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,52,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,20,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,41,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,34,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-25,1,Marie Curtis Park East Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,219,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,20,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,61,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,22,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,66,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,61,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,18,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-24,1,Marie Curtis Park East Beach,42,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,112,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,55,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,50,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,27,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,19,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-23,1,Marie Curtis Park East Beach,54,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,123,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,23,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,39,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,30,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,21,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,24,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-22,1,Marie Curtis Park East Beach,109,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,2,Sunnyside Beach,91,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,42,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,45,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,42,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,38,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-21,1,Marie Curtis Park East Beach,104,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,2,Sunnyside Beach,69,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,16,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,16,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,53,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,75,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,51,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,33,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-20,1,Marie Curtis Park East Beach,37,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,87,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,58,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,71,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,52,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,65,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-19,1,Marie Curtis Park East Beach,53,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,195,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,25,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,64,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,75,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,114,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,10,Bluffer's Beach Park,51,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-18,1,Marie Curtis Park East Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,99,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,25,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,31,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,45,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,65,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,25,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-17,1,Marie Curtis Park East Beach,,There is no data available for this beach.,NO_DATA,2,Sunnyside Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,22,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,31,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,51,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,72,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
